date,data,symbol
2023-01-03 09:30:00,85.47,AMZN
2023-01-03 09:31:00,85.486,AMZN
2023-01-03 09:32:00,85.5,AMZN
2023-01-03 09:33:00,85.74,AMZN
2023-01-03 09:34:00,85.77,AMZN
2023-01-03 09:35:00,85.8232,AMZN
2023-01-03 09:36:00,86.06,AMZN
2023-01-03 09:37:00,86.305,AMZN
2023-01-03 09:38:00,86.3501,AMZN
2023-01-03 09:39:00,86.58,AMZN
2023-01-03 09:40:00,86.55,AMZN
2023-01-03 09:41:00,86.72,AMZN
2023-01-03 09:42:00,86.78,AMZN
2023-01-03 09:43:00,86.87,AMZN
2023-01-03 09:44:00,86.53,AMZN
2023-01-03 09:45:00,86.4,AMZN
2023-01-03 09:46:00,86.39,AMZN
2023-01-03 09:47:00,86.2707,AMZN
2023-01-03 09:48:00,85.97,AMZN
2023-01-03 09:49:00,85.91,AMZN
2023-01-03 09:50:00,86.17,AMZN
2023-01-03 09:51:00,86.36,AMZN
2023-01-03 09:52:00,85.72,AMZN
2023-01-03 09:53:00,85.92,AMZN
2023-01-03 09:54:00,85.97,AMZN
2023-01-03 09:55:00,85.95,AMZN
2023-01-03 09:56:00,85.81,AMZN
2023-01-03 09:57:00,85.54,AMZN
2023-01-03 09:58:00,85.4552,AMZN
2023-01-03 09:59:00,85.47,AMZN
2023-01-03 10:00:00,85.49,AMZN
2023-01-03 10:01:00,85.36,AMZN
2023-01-03 10:02:00,85.17,AMZN
2023-01-03 10:03:00,85.3892,AMZN
2023-01-03 10:04:00,85.236,AMZN
2023-01-03 10:05:00,85.27,AMZN
2023-01-03 10:06:00,85.052,AMZN
2023-01-03 10:07:00,85.15,AMZN
2023-01-03 10:08:00,85.24,AMZN
2023-01-03 10:09:00,85.04,AMZN
2023-01-03 10:10:00,85.11,AMZN
2023-01-03 10:11:00,85.1639,AMZN
2023-01-03 10:12:00,85.06,AMZN
2023-01-03 10:13:00,85.0,AMZN
2023-01-03 10:14:00,85.04,AMZN
2023-01-03 10:15:00,85.145,AMZN
2023-01-03 10:16:00,85.045,AMZN
2023-01-03 10:17:00,84.86,AMZN
2023-01-03 10:18:00,84.635,AMZN
2023-01-03 10:19:00,84.5417,AMZN
2023-01-03 10:20:00,84.7487,AMZN
2023-01-03 10:21:00,84.67,AMZN
2023-01-03 10:22:00,84.695,AMZN
2023-01-03 10:23:00,84.9,AMZN
2023-01-03 10:24:00,84.9,AMZN
2023-01-03 10:25:00,84.87,AMZN
2023-01-03 10:26:00,84.729,AMZN
2023-01-03 10:27:00,84.85,AMZN
2023-01-03 10:28:00,84.75,AMZN
2023-01-03 10:29:00,84.8704,AMZN
2023-01-03 10:30:00,84.65,AMZN
2023-01-03 10:31:00,84.68,AMZN
2023-01-03 10:32:00,84.66,AMZN
2023-01-03 10:33:00,84.58,AMZN
2023-01-03 10:34:00,84.65,AMZN
2023-01-03 10:35:00,84.68,AMZN
2023-01-03 10:36:00,84.695,AMZN
2023-01-03 10:37:00,84.69,AMZN
2023-01-03 10:38:00,84.8501,AMZN
2023-01-03 10:39:00,84.78,AMZN
2023-01-03 10:40:00,84.9709,AMZN
2023-01-03 10:41:00,84.97,AMZN
2023-01-03 10:42:00,84.8999,AMZN
2023-01-03 10:43:00,84.84,AMZN
2023-01-03 10:44:00,84.79,AMZN
2023-01-03 10:45:00,85.0,AMZN
2023-01-03 10:46:00,85.12,AMZN
2023-01-03 10:47:00,85.01,AMZN
2023-01-03 10:48:00,85.07,AMZN
2023-01-03 10:49:00,85.01,AMZN
2023-01-03 10:50:00,84.8701,AMZN
2023-01-03 10:51:00,84.7901,AMZN
2023-01-03 10:52:00,84.89,AMZN
2023-01-03 10:53:00,84.78,AMZN
2023-01-03 10:54:00,84.585,AMZN
2023-01-03 10:55:00,84.77,AMZN
2023-01-03 10:56:00,84.8986,AMZN
2023-01-03 10:57:00,85.02,AMZN
2023-01-03 10:58:00,85.22,AMZN
2023-01-03 10:59:00,85.3099,AMZN
2023-01-03 11:00:00,85.445,AMZN
2023-01-03 11:01:00,85.39,AMZN
2023-01-03 11:02:00,85.33,AMZN
2023-01-03 11:03:00,85.345,AMZN
2023-01-03 11:04:00,85.23,AMZN
2023-01-03 11:05:00,85.31,AMZN
2023-01-03 11:06:00,85.29,AMZN
2023-01-03 11:07:00,85.26,AMZN
2023-01-03 11:08:00,85.24,AMZN
2023-01-03 11:09:00,84.99,AMZN
2023-01-03 11:10:00,84.9701,AMZN
2023-01-03 11:11:00,84.91,AMZN
2023-01-03 11:12:00,84.98,AMZN
2023-01-03 11:13:00,84.905,AMZN
2023-01-03 11:14:00,84.85,AMZN
2023-01-03 11:15:00,84.8801,AMZN
2023-01-03 11:16:00,84.7893,AMZN
2023-01-03 11:17:00,84.8797,AMZN
2023-01-03 11:18:00,84.9,AMZN
2023-01-03 11:19:00,84.825,AMZN
2023-01-03 11:20:00,84.69,AMZN
2023-01-03 11:21:00,84.85,AMZN
2023-01-03 11:22:00,84.945,AMZN
2023-01-03 11:23:00,85.05,AMZN
2023-01-03 11:24:00,85.005,AMZN
2023-01-03 11:25:00,84.885,AMZN
2023-01-03 11:26:00,84.92,AMZN
2023-01-03 11:27:00,84.925,AMZN
2023-01-03 11:28:00,84.84,AMZN
2023-01-03 11:29:00,85.0084,AMZN
2023-01-03 11:30:00,84.9,AMZN
2023-01-03 11:31:00,84.72,AMZN
2023-01-03 11:32:00,84.75,AMZN
2023-01-03 11:33:00,84.8031,AMZN
2023-01-03 11:34:00,84.77,AMZN
2023-01-03 11:35:00,84.73,AMZN
2023-01-03 11:36:00,84.775,AMZN
2023-01-03 11:37:00,84.8,AMZN
2023-01-03 11:38:00,84.83,AMZN
2023-01-03 11:39:00,84.83,AMZN
2023-01-03 11:40:00,84.81,AMZN
2023-01-03 11:41:00,84.78,AMZN
2023-01-03 11:42:00,84.68,AMZN
2023-01-03 11:43:00,84.685,AMZN
2023-01-03 11:44:00,84.6114,AMZN
2023-01-03 11:45:00,84.54,AMZN
2023-01-03 11:46:00,84.44,AMZN
2023-01-03 11:47:00,84.52,AMZN
2023-01-03 11:48:00,84.545,AMZN
2023-01-03 11:49:00,84.5759,AMZN
2023-01-03 11:50:00,84.54,AMZN
2023-01-03 11:51:00,84.42,AMZN
2023-01-03 11:52:00,84.55,AMZN
2023-01-03 11:53:00,84.495,AMZN
2023-01-03 11:54:00,84.445,AMZN
2023-01-03 11:55:00,84.37,AMZN
2023-01-03 11:56:00,84.32,AMZN
2023-01-03 11:57:00,84.3201,AMZN
2023-01-03 11:58:00,84.4,AMZN
2023-01-03 11:59:00,84.44,AMZN
2023-01-03 12:00:00,84.4808,AMZN
2023-01-03 12:01:00,84.471,AMZN
2023-01-03 12:02:00,84.47,AMZN
2023-01-03 12:03:00,84.47,AMZN
2023-01-03 12:04:00,84.4402,AMZN
2023-01-03 12:05:00,84.4701,AMZN
2023-01-03 12:06:00,84.53,AMZN
2023-01-03 12:07:00,84.63,AMZN
2023-01-03 12:08:00,84.56,AMZN
2023-01-03 12:09:00,84.55,AMZN
2023-01-03 12:10:00,84.52,AMZN
2023-01-03 12:11:00,84.54,AMZN
2023-01-03 12:12:00,84.605,AMZN
2023-01-03 12:13:00,84.65,AMZN
2023-01-03 12:14:00,84.5985,AMZN
2023-01-03 12:15:00,84.55,AMZN
2023-01-03 12:16:00,84.5618,AMZN
2023-01-03 12:17:00,84.4611,AMZN
2023-01-03 12:18:00,84.505,AMZN
2023-01-03 12:19:00,84.46,AMZN
2023-01-03 12:20:00,84.455,AMZN
2023-01-03 12:21:00,84.525,AMZN
2023-01-03 12:22:00,84.43,AMZN
2023-01-03 12:23:00,84.32,AMZN
2023-01-03 12:24:00,84.27,AMZN
2023-01-03 12:25:00,84.39,AMZN
2023-01-03 12:26:00,84.4799,AMZN
2023-01-03 12:27:00,84.45,AMZN
2023-01-03 12:28:00,84.4194,AMZN
2023-01-03 12:29:00,84.41,AMZN
2023-01-03 12:30:00,84.4101,AMZN
2023-01-03 12:31:00,84.5304,AMZN
2023-01-03 12:32:00,84.56,AMZN
2023-01-03 12:33:00,84.71,AMZN
2023-01-03 12:34:00,84.725,AMZN
2023-01-03 12:35:00,84.7498,AMZN
2023-01-03 12:36:00,84.7099,AMZN
2023-01-03 12:37:00,84.68,AMZN
2023-01-03 12:38:00,84.78,AMZN
2023-01-03 12:39:00,84.715,AMZN
2023-01-03 12:40:00,84.65,AMZN
2023-01-03 12:41:00,84.59,AMZN
2023-01-03 12:42:00,84.54,AMZN
2023-01-03 12:43:00,84.515,AMZN
2023-01-03 12:44:00,84.53,AMZN
2023-01-03 12:45:00,84.44,AMZN
2023-01-03 12:46:00,84.232,AMZN
2023-01-03 12:47:00,84.315,AMZN
2023-01-03 12:48:00,84.3201,AMZN
2023-01-03 12:49:00,84.31,AMZN
2023-01-03 12:50:00,84.33,AMZN
2023-01-03 12:51:00,84.31,AMZN
2023-01-03 12:52:00,84.35,AMZN
2023-01-03 12:53:00,84.325,AMZN
2023-01-03 12:54:00,84.34,AMZN
2023-01-03 12:55:00,84.335,AMZN
2023-01-03 12:56:00,84.48,AMZN
2023-01-03 12:57:00,84.525,AMZN
2023-01-03 12:58:00,84.4284,AMZN
2023-01-03 12:59:00,84.45,AMZN
2023-01-03 13:00:00,84.415,AMZN
2023-01-03 13:01:00,84.42,AMZN
2023-01-03 13:02:00,84.39,AMZN
2023-01-03 13:03:00,84.4,AMZN
2023-01-03 13:04:00,84.4,AMZN
2023-01-03 13:05:00,84.3,AMZN
2023-01-03 13:06:00,84.3401,AMZN
2023-01-03 13:07:00,84.355,AMZN
2023-01-03 13:08:00,84.3574,AMZN
2023-01-03 13:09:00,84.37,AMZN
2023-01-03 13:10:00,84.45,AMZN
2023-01-03 13:11:00,84.5277,AMZN
2023-01-03 13:12:00,84.4525,AMZN
2023-01-03 13:13:00,84.34,AMZN
2023-01-03 13:14:00,84.395,AMZN
2023-01-03 13:15:00,84.365,AMZN
2023-01-03 13:16:00,84.32,AMZN
2023-01-03 13:17:00,84.34,AMZN
2023-01-03 13:18:00,84.35,AMZN
2023-01-03 13:19:00,84.36,AMZN
2023-01-03 13:20:00,84.265,AMZN
2023-01-03 13:21:00,84.2873,AMZN
2023-01-03 13:22:00,84.3375,AMZN
2023-01-03 13:23:00,84.44,AMZN
2023-01-03 13:24:00,84.475,AMZN
2023-01-03 13:25:00,84.79,AMZN
2023-01-03 13:26:00,84.9,AMZN
2023-01-03 13:27:00,84.8395,AMZN
2023-01-03 13:28:00,84.83,AMZN
