date,data,symbol
2024-01-02 09:30:00,163.07,IBM
2024-01-02 09:31:00,162.95,IBM
2024-01-02 09:32:00,162.95,IBM
2024-01-02 09:33:00,162.895,IBM
2024-01-02 09:34:00,162.95,IBM
2024-01-02 09:35:00,162.87,IBM
2024-01-02 09:36:00,162.85,IBM
2024-01-02 09:37:00,162.77,IBM
2024-01-02 09:38:00,162.82,IBM
2024-01-02 09:39:00,162.7097,IBM
2024-01-02 09:40:00,162.855,IBM
2024-01-02 09:41:00,162.91,IBM
2024-01-02 09:42:00,162.87,IBM
2024-01-02 09:43:00,162.8,IBM
2024-01-02 09:44:00,162.7676,IBM
2024-01-02 09:45:00,162.87,IBM
2024-01-02 09:46:00,162.965,IBM
2024-01-02 09:47:00,162.9,IBM
2024-01-02 09:48:00,162.83,IBM
2024-01-02 09:49:00,162.89,IBM
2024-01-02 09:50:00,162.87,IBM
2024-01-02 09:51:00,162.735,IBM
2024-01-02 09:52:00,162.38,IBM
2024-01-02 09:53:00,162.36,IBM
2024-01-02 09:54:00,162.3623,IBM
2024-01-02 09:55:00,162.41,IBM
2024-01-02 09:56:00,162.45,IBM
2024-01-02 09:57:00,162.34,IBM
2024-01-02 09:58:00,162.2966,IBM
2024-01-02 09:59:00,162.41,IBM
2024-01-02 10:00:00,162.46,IBM
2024-01-02 10:01:00,162.37,IBM
2024-01-02 10:02:00,162.37,IBM
2024-01-02 10:03:00,162.44,IBM
2024-01-02 10:04:00,162.255,IBM
2024-01-02 10:05:00,162.14,IBM
2024-01-02 10:06:00,162.1,IBM
2024-01-02 10:07:00,162.09,IBM
2024-01-02 10:08:00,162.0,IBM
2024-01-02 10:09:00,162.06,IBM
2024-01-02 10:10:00,162.095,IBM
2024-01-02 10:11:00,162.13,IBM
2024-01-02 10:12:00,162.13,IBM
2024-01-02 10:13:00,162.01,IBM
2024-01-02 10:14:00,161.955,IBM
2024-01-02 10:15:00,161.68,IBM
2024-01-02 10:16:00,161.62,IBM
2024-01-02 10:17:00,161.54,IBM
2024-01-02 10:18:00,161.49,IBM
2024-01-02 10:19:00,161.68,IBM
