date,close,symbol
2011-01-03 09:30:00,147.26,IBM
2011-01-03 09:31:00,147.4,IBM
2011-01-03 09:32:00,147.59,IBM
2011-01-03 09:33:00,147.47,IBM
2011-01-03 09:34:00,147.58,IBM
2011-01-03 09:35:00,147.52,IBM
2011-01-03 09:36:00,147.51,IBM
2011-01-03 09:37:00,147.65,IBM
2011-01-03 09:38:00,147.86,IBM
2011-01-03 09:39:00,147.84,IBM
2011-01-03 09:40:00,147.89,IBM
2011-01-03 09:41:00,147.89,IBM
2011-01-03 09:42:00,147.97,IBM
2011-01-03 09:43:00,147.93,IBM
2011-01-03 09:44:00,147.95,IBM
2011-01-03 09:45:00,147.99,IBM
2011-01-03 09:46:00,147.96,IBM
2011-01-03 09:47:00,147.97,IBM
2011-01-03 09:48:00,148.07,IBM
2011-01-03 09:49:00,148.02,IBM
2011-01-03 09:50:00,148.07,IBM
2011-01-03 09:51:00,148.17,IBM
2011-01-03 09:52:00,148.04,IBM
2011-01-03 09:53:00,147.85,IBM
2011-01-03 09:54:00,147.91,IBM
2011-01-03 09:55:00,147.93,IBM
2011-01-03 09:56:00,147.91,IBM
2011-01-03 09:57:00,147.94,IBM
2011-01-03 09:58:00,147.92,IBM
2011-01-03 09:59:00,147.82,IBM
2011-01-03 10:00:00,147.84,IBM
2011-01-03 10:01:00,147.92,IBM
2011-01-03 10:02:00,147.94,IBM
2011-01-03 10:03:00,147.85,IBM
2011-01-03 10:04:00,147.78,IBM
2011-01-03 10:05:00,147.79,IBM
2011-01-03 10:06:00,147.78,IBM
2011-01-03 10:07:00,147.82,IBM
2011-01-03 10:08:00,147.81,IBM
2011-01-03 10:09:00,147.98,IBM
2011-01-03 10:10:00,147.96,IBM
2011-01-03 10:11:00,148.01,IBM
2011-01-03 10:12:00,148.06,IBM
2011-01-03 10:13:00,147.92,IBM
2011-01-03 10:14:00,147.9,IBM
2011-01-03 10:15:00,147.88,IBM
2011-01-03 10:16:00,147.79,IBM
2011-01-03 10:17:00,147.78,IBM
2011-01-03 10:18:00,147.82,IBM
2011-01-03 10:19:00,147.77,IBM
2011-01-03 10:20:00,147.79,IBM
2011-01-03 10:21:00,147.8,IBM
2011-01-03 10:22:00,147.84,IBM
2011-01-03 10:23:00,147.85,IBM
2011-01-03 10:24:00,147.82,IBM
2011-01-03 10:25:00,147.83,IBM
2011-01-03 10:26:00,147.88,IBM
2011-01-03 10:27:00,147.91,IBM
2011-01-03 10:28:00,147.83,IBM
2011-01-03 10:29:00,147.85,IBM
2011-01-03 10:30:00,147.74,IBM
2011-01-03 10:31:00,147.69,IBM
2011-01-03 10:32:00,147.75,IBM
2011-01-03 10:33:00,147.8,IBM
2011-01-03 10:34:00,147.82,IBM
2011-01-03 10:35:00,147.83,IBM
2011-01-03 10:36:00,147.81,IBM
2011-01-03 10:37:00,147.84,IBM
2011-01-03 10:38:00,147.84,IBM
2011-01-03 10:39:00,147.82,IBM
2011-01-03 10:40:00,147.9,IBM
2011-01-03 10:41:00,147.98,IBM
2011-01-03 10:42:00,147.96,IBM
2011-01-03 10:43:00,147.92,IBM
2011-01-03 10:44:00,147.96,IBM
2011-01-03 10:45:00,147.92,IBM
2011-01-03 10:46:00,148.01,IBM
2011-01-03 10:47:00,147.98,IBM
2011-01-03 10:48:00,147.98,IBM
2011-01-03 10:49:00,147.99,IBM
2011-01-03 10:50:00,148.06,IBM
2011-01-03 10:51:00,148.13,IBM
2011-01-03 10:52:00,148.13,IBM
2011-01-03 10:53:00,148.13,IBM
2011-01-03 10:54:00,148.09,IBM
2011-01-03 10:55:00,148.07,IBM
2011-01-03 10:56:00,148.12,IBM
2011-01-03 10:57:00,148.13,IBM
2011-01-03 10:58:00,148.11,IBM
2011-01-03 10:59:00,148.11,IBM
2011-01-03 11:00:00,148.1,IBM
2011-01-03 11:01:00,148.09,IBM
2011-01-03 11:02:00,148.06,IBM
2011-01-03 11:03:00,148.04,IBM
2011-01-03 11:04:00,147.99,IBM
2011-01-03 11:05:00,147.99,IBM
2011-01-03 11:06:00,147.99,IBM
2011-01-03 11:07:00,147.91,IBM
