date,data,symbol
2019-01-02 09:30:00,2470.98,SPX
2019-01-02 09:31:00,2473.7,SPX
2019-01-02 09:32:00,2471.44,SPX
2019-01-02 09:33:00,2471.67,SPX
2019-01-02 09:34:00,2471.04,SPX
2019-01-02 09:35:00,2468.78,SPX
2019-01-02 09:36:00,2471.8,SPX
2019-01-02 09:37:00,2474.46,SPX
2019-01-02 09:38:00,2471.64,SPX
2019-01-02 09:39:00,2473.17,SPX
2019-01-02 09:40:00,2471.02,SPX
2019-01-02 09:41:00,2473.98,SPX
2019-01-02 09:42:00,2474.48,SPX
2019-01-02 09:43:00,2476.21,SPX
2019-01-02 09:44:00,2476.93,SPX
2019-01-02 09:45:00,2479.56,SPX
2019-01-02 09:46:00,2478.04,SPX
2019-01-02 09:47:00,2480.49,SPX
2019-01-02 09:48:00,2479.01,SPX
2019-01-02 09:49:00,2479.29,SPX
2019-01-02 09:50:00,2480.41,SPX
2019-01-02 09:51:00,2479.05,SPX
2019-01-02 09:52:00,2477.32,SPX
2019-01-02 09:53:00,2475.83,SPX
2019-01-02 09:54:00,2477.24,SPX
2019-01-02 09:55:00,2478.19,SPX
2019-01-02 09:56:00,2479.23,SPX
2019-01-02 09:57:00,2479.06,SPX
2019-01-02 09:58:00,2478.52,SPX
2019-01-02 09:59:00,2479.51,SPX
2019-01-02 10:00:00,2476.87,SPX
2019-01-02 10:01:00,2475.04,SPX
2019-01-02 10:02:00,2476.06,SPX
2019-01-02 10:03:00,2477.37,SPX
2019-01-02 10:04:00,2479.49,SPX
2019-01-02 10:05:00,2484.96,SPX
2019-01-02 10:06:00,2485.43,SPX
2019-01-02 10:07:00,2485.44,SPX
2019-01-02 10:08:00,2484.88,SPX
2019-01-02 10:09:00,2490.96,SPX
2019-01-02 10:10:00,2491.76,SPX
2019-01-02 10:11:00,2490.53,SPX
2019-01-02 10:12:00,2491.67,SPX
2019-01-02 10:13:00,2492.38,SPX
2019-01-02 10:14:00,2491.5,SPX
