date,data,symbol
2023-01-03 09:30:00,129.76,AAPL
2023-01-03 09:31:00,129.65,AAPL
2023-01-03 09:32:00,129.46,AAPL
2023-01-03 09:33:00,130.025,AAPL
2023-01-03 09:34:00,129.84,AAPL
2023-01-03 09:35:00,129.8811,AAPL
2023-01-03 09:36:00,129.5999,AAPL
2023-01-03 09:37:00,130.04,AAPL
2023-01-03 09:38:00,130.05,AAPL
2023-01-03 09:39:00,130.5,AAPL
2023-01-03 09:40:00,130.515,AAPL
2023-01-03 09:41:00,130.74,AAPL
2023-01-03 09:42:00,130.4814,AAPL
2023-01-03 09:43:00,130.4871,AAPL
2023-01-03 09:44:00,129.885,AAPL
2023-01-03 09:45:00,129.69,AAPL
2023-01-03 09:46:00,129.81,AAPL
2023-01-03 09:47:00,129.2887,AAPL
2023-01-03 09:48:00,128.63,AAPL
2023-01-03 09:49:00,128.5803,AAPL
2023-01-03 09:50:00,128.61,AAPL
2023-01-03 09:51:00,128.39,AAPL
2023-01-03 09:52:00,127.685,AAPL
2023-01-03 09:53:00,127.91,AAPL
2023-01-03 09:54:00,127.88,AAPL
2023-01-03 09:55:00,127.7701,AAPL
2023-01-03 09:56:00,127.72,AAPL
2023-01-03 09:57:00,127.471,AAPL
2023-01-03 09:58:00,127.27,AAPL
2023-01-03 09:59:00,126.9336,AAPL
2023-01-03 10:00:00,127.18,AAPL
2023-01-03 10:01:00,127.03,AAPL
2023-01-03 10:02:00,126.84,AAPL
2023-01-03 10:03:00,126.8192,AAPL
2023-01-03 10:04:00,126.5001,AAPL
2023-01-03 10:05:00,126.85,AAPL
2023-01-03 10:06:00,126.58,AAPL
2023-01-03 10:07:00,126.71,AAPL
2023-01-03 10:08:00,126.7066,AAPL
2023-01-03 10:09:00,126.48,AAPL
2023-01-03 10:10:00,126.48,AAPL
2023-01-03 10:11:00,126.195,AAPL
2023-01-03 10:12:00,126.18,AAPL
2023-01-03 10:13:00,125.92,AAPL
2023-01-03 10:14:00,125.915,AAPL
2023-01-03 10:15:00,126.03,AAPL
2023-01-03 10:16:00,126.022,AAPL
2023-01-03 10:17:00,125.859,AAPL
2023-01-03 10:18:00,125.63,AAPL
2023-01-03 10:19:00,125.535,AAPL
2023-01-03 10:20:00,125.8176,AAPL
2023-01-03 10:21:00,125.6757,AAPL
2023-01-03 10:22:00,125.58,AAPL
2023-01-03 10:23:00,125.94,AAPL
