date,close,symbol
2024-01-02 09:30:00,187.83,AAPL
2024-01-02 09:31:00,187.765,AAPL
2024-01-02 09:32:00,188.2984,AAPL
2024-01-02 09:33:00,188.16,AAPL
2024-01-02 09:34:00,187.73,AAPL
2024-01-02 09:35:00,188.03,AAPL
2024-01-02 09:36:00,187.67,AAPL
2024-01-02 09:37:00,187.58,AAPL
2024-01-02 09:38:00,187.385,AAPL
2024-01-02 09:39:00,187.53,AAPL
2024-01-02 09:40:00,187.13,AAPL
2024-01-02 09:41:00,186.66,AAPL
2024-01-02 09:42:00,186.55,AAPL
2024-01-02 09:43:00,186.23,AAPL
2024-01-02 09:44:00,186.26,AAPL
2024-01-02 09:45:00,186.014,AAPL
2024-01-02 09:46:00,186.71,AAPL
2024-01-02 09:47:00,186.76,AAPL
2024-01-02 09:48:00,186.36,AAPL
2024-01-02 09:49:00,186.1,AAPL
2024-01-02 09:50:00,186.2218,AAPL
2024-01-02 09:51:00,186.46,AAPL
2024-01-02 09:52:00,186.28,AAPL
2024-01-02 09:53:00,186.25,AAPL
2024-01-02 09:54:00,186.28,AAPL
2024-01-02 09:55:00,186.26,AAPL
2024-01-02 09:56:00,186.055,AAPL
2024-01-02 09:57:00,186.255,AAPL
2024-01-02 09:58:00,186.34,AAPL
2024-01-02 09:59:00,186.52,AAPL
2024-01-02 10:00:00,186.8,AAPL
2024-01-02 10:01:00,186.83,AAPL
2024-01-02 10:02:00,186.6501,AAPL
2024-01-02 10:03:00,186.83,AAPL
2024-01-02 10:04:00,186.83,AAPL
2024-01-02 10:05:00,186.5545,AAPL
2024-01-02 10:06:00,186.85,AAPL
2024-01-02 10:07:00,186.9293,AAPL
2024-01-02 10:08:00,186.82,AAPL
2024-01-02 10:09:00,186.64,AAPL
2024-01-02 10:10:00,186.66,AAPL
2024-01-02 10:11:00,186.685,AAPL
2024-01-02 10:12:00,186.53,AAPL
2024-01-02 10:13:00,186.76,AAPL
2024-01-02 10:14:00,186.53,AAPL
2024-01-02 10:15:00,186.37,AAPL
2024-01-02 10:16:00,186.36,AAPL
2024-01-02 10:17:00,186.45,AAPL
2024-01-02 10:18:00,186.4064,AAPL
2024-01-02 10:19:00,186.48,AAPL
2024-01-02 10:20:00,186.4415,AAPL
2024-01-02 10:21:00,186.385,AAPL
2024-01-02 10:22:00,186.33,AAPL
2024-01-02 10:23:00,186.45,AAPL
2024-01-02 10:24:00,186.47,AAPL
2024-01-02 10:25:00,186.39,AAPL
2024-01-02 10:26:00,186.21,AAPL
2024-01-02 10:27:00,186.215,AAPL
2024-01-02 10:28:00,186.1101,AAPL
2024-01-02 10:29:00,186.1899,AAPL
2024-01-02 10:30:00,185.8,AAPL
2024-01-02 10:31:00,185.82,AAPL
2024-01-02 10:32:00,185.71,AAPL
2024-01-02 10:33:00,185.65,AAPL
2024-01-02 10:34:00,185.58,AAPL
