date,close,symbol
2022-01-03 09:30:00,224.31,IWM
2022-01-03 09:31:00,224.06,IWM
2022-01-03 09:32:00,224.455,IWM
2022-01-03 09:33:00,224.97,IWM
2022-01-03 09:34:00,224.78,IWM
2022-01-03 09:35:00,224.59,IWM
2022-01-03 09:36:00,224.54,IWM
2022-01-03 09:37:00,224.44,IWM
2022-01-03 09:38:00,224.48,IWM
2022-01-03 09:39:00,224.69,IWM
2022-01-03 09:40:00,224.725,IWM
2022-01-03 09:41:00,224.62,IWM
2022-01-03 09:42:00,224.63,IWM
2022-01-03 09:43:00,224.42,IWM
2022-01-03 09:44:00,224.49,IWM
2022-01-03 09:45:00,224.35,IWM
2022-01-03 09:46:00,224.155,IWM
2022-01-03 09:47:00,223.79,IWM
2022-01-03 09:48:00,223.58,IWM
2022-01-03 09:49:00,223.12,IWM
2022-01-03 09:50:00,223.01,IWM
2022-01-03 09:51:00,223.77,IWM
2022-01-03 09:52:00,223.72,IWM
2022-01-03 09:53:00,223.95,IWM
2022-01-03 09:54:00,223.76,IWM
2022-01-03 09:55:00,223.82,IWM
2022-01-03 09:56:00,224.09,IWM
2022-01-03 09:57:00,224.32,IWM
2022-01-03 09:58:00,224.16,IWM
2022-01-03 09:59:00,224.49,IWM
2022-01-03 10:00:00,225.21,IWM
2022-01-03 10:01:00,225.64,IWM
2022-01-03 10:02:00,225.39,IWM
2022-01-03 10:03:00,225.54,IWM
2022-01-03 10:04:00,226.09,IWM
2022-01-03 10:05:00,226.21,IWM
2022-01-03 10:06:00,225.955,IWM
2022-01-03 10:07:00,226.2,IWM
2022-01-03 10:08:00,226.09,IWM
2022-01-03 10:09:00,226.19,IWM
2022-01-03 10:10:00,226.11,IWM
2022-01-03 10:11:00,225.99,IWM
2022-01-03 10:12:00,225.96,IWM
2022-01-03 10:13:00,226.19,IWM
2022-01-03 10:14:00,226.2399,IWM
2022-01-03 10:15:00,226.19,IWM
2022-01-03 10:16:00,226.19,IWM
2022-01-03 10:17:00,226.63,IWM
2022-01-03 10:18:00,226.34,IWM
2022-01-03 10:19:00,225.96,IWM
2022-01-03 10:20:00,225.81,IWM
2022-01-03 10:21:00,225.64,IWM
2022-01-03 10:22:00,225.99,IWM
2022-01-03 10:23:00,226.32,IWM
2022-01-03 10:24:00,226.36,IWM
2022-01-03 10:25:00,226.61,IWM
2022-01-03 10:26:00,226.415,IWM
2022-01-03 10:27:00,226.45,IWM
2022-01-03 10:28:00,226.48,IWM
2022-01-03 10:29:00,226.495,IWM
2022-01-03 10:30:00,226.49,IWM
2022-01-03 10:31:00,226.39,IWM
2022-01-03 10:32:00,226.02,IWM
2022-01-03 10:33:00,225.745,IWM
2022-01-03 10:34:00,226.01,IWM
2022-01-03 10:35:00,225.97,IWM
2022-01-03 10:36:00,226.01,IWM
2022-01-03 10:37:00,225.9501,IWM
