date,close,symbol
2022-01-03 09:30:00,298.4101,NVDA
2022-01-03 09:31:00,300.47,NVDA
2022-01-03 09:32:00,301.8491,NVDA
2022-01-03 09:33:00,303.23,NVDA
2022-01-03 09:34:00,304.0299,NVDA
2022-01-03 09:35:00,305.9299,NVDA
2022-01-03 09:36:00,305.5901,NVDA
2022-01-03 09:37:00,306.4,NVDA
2022-01-03 09:38:00,305.82,NVDA
2022-01-03 09:39:00,305.38,NVDA
2022-01-03 09:40:00,305.0699,NVDA
2022-01-03 09:41:00,304.885,NVDA
2022-01-03 09:42:00,305.4699,NVDA
2022-01-03 09:43:00,305.228,NVDA
2022-01-03 09:44:00,305.238,NVDA
2022-01-03 09:45:00,305.325,NVDA
2022-01-03 09:46:00,305.14,NVDA
2022-01-03 09:47:00,303.585,NVDA
2022-01-03 09:48:00,302.775,NVDA
2022-01-03 09:49:00,301.85,NVDA
2022-01-03 09:50:00,300.28,NVDA
2022-01-03 09:51:00,299.5387,NVDA
2022-01-03 09:52:00,300.0958,NVDA
2022-01-03 09:53:00,300.3199,NVDA
2022-01-03 09:54:00,300.6,NVDA
2022-01-03 09:55:00,300.23,NVDA
2022-01-03 09:56:00,301.31,NVDA
2022-01-03 09:57:00,301.489,NVDA
2022-01-03 09:58:00,301.029,NVDA
2022-01-03 09:59:00,300.958,NVDA
2022-01-03 10:00:00,302.55,NVDA
2022-01-03 10:01:00,303.11,NVDA
2022-01-03 10:02:00,303.2999,NVDA
2022-01-03 10:03:00,303.24,NVDA
2022-01-03 10:04:00,303.16,NVDA
2022-01-03 10:05:00,303.0234,NVDA
2022-01-03 10:06:00,303.0601,NVDA
2022-01-03 10:07:00,302.64,NVDA
2022-01-03 10:08:00,302.92,NVDA
2022-01-03 10:09:00,302.73,NVDA
2022-01-03 10:10:00,303.0,NVDA
2022-01-03 10:11:00,301.95,NVDA
2022-01-03 10:12:00,302.31,NVDA
2022-01-03 10:13:00,303.156,NVDA
2022-01-03 10:14:00,303.69,NVDA
2022-01-03 10:15:00,303.3,NVDA
2022-01-03 10:16:00,303.28,NVDA
2022-01-03 10:17:00,303.465,NVDA
2022-01-03 10:18:00,304.03,NVDA
2022-01-03 10:19:00,303.8399,NVDA
2022-01-03 10:20:00,302.1406,NVDA
2022-01-03 10:21:00,301.095,NVDA
2022-01-03 10:22:00,301.89,NVDA
2022-01-03 10:23:00,302.1162,NVDA
2022-01-03 10:24:00,303.01,NVDA
2022-01-03 10:25:00,303.12,NVDA
2022-01-03 10:26:00,302.71,NVDA
2022-01-03 10:27:00,303.22,NVDA
2022-01-03 10:28:00,302.935,NVDA
2022-01-03 10:29:00,302.9722,NVDA
2022-01-03 10:30:00,303.3999,NVDA
2022-01-03 10:31:00,303.05,NVDA
2022-01-03 10:32:00,303.04,NVDA
2022-01-03 10:33:00,302.65,NVDA
2022-01-03 10:34:00,303.16,NVDA
2022-01-03 10:35:00,302.8001,NVDA
2022-01-03 10:36:00,302.7399,NVDA
2022-01-03 10:37:00,302.945,NVDA
2022-01-03 10:38:00,302.44,NVDA
2022-01-03 10:39:00,302.502,NVDA
2022-01-03 10:40:00,302.7159,NVDA
2022-01-03 10:41:00,303.465,NVDA
2022-01-03 10:42:00,302.925,NVDA
2022-01-03 10:43:00,303.0964,NVDA
2022-01-03 10:44:00,303.162,NVDA
2022-01-03 10:45:00,304.3759,NVDA
2022-01-03 10:46:00,304.64,NVDA
2022-01-03 10:47:00,304.1,NVDA
2022-01-03 10:48:00,303.52,NVDA
2022-01-03 10:49:00,304.19,NVDA
2022-01-03 10:50:00,304.4251,NVDA
2022-01-03 10:51:00,304.6001,NVDA
2022-01-03 10:52:00,304.7817,NVDA
2022-01-03 10:53:00,305.13,NVDA
2022-01-03 10:54:00,305.16,NVDA
2022-01-03 10:55:00,305.11,NVDA
